iter	Logloss
291	0.2264595047
292	0.2263152999
293	0.2261482214
294	0.2260122241
295	0.2257486996
296	0.225622907
297	0.225349975
298	0.2250625898
299	0.2249214454
300	0.2247086142
301	0.2245424025
302	0.2243604366
303	0.2241798789
304	0.223960276
305	0.2237245685
306	0.2234708768
307	0.2232377707
308	0.2229858628
309	0.2227705947
310	0.2225381613
311	0.2223185813
312	0.222115181
313	0.2217930581
314	0.2216024304
315	0.2214379945
316	0.2213205979
317	0.2210305565
318	0.2208655764
319	0.2205343465
320	0.220426749
321	0.2202863641
322	0.220135317
323	0.219926539
324	0.2196523806
325	0.219466016
326	0.2192332572
327	0.2189563875
328	0.2187470337
329	0.2186025259
330	0.2184948926
331	0.2181918645
332	0.2178682127
333	0.2177177215
334	0.2175487812
335	0.2173846368
336	0.2172310197
337	0.217073323
338	0.2168845014
339	0.2166341753
340	0.2165275735
341	0.2163846465
342	0.2163265429
343	0.2160862075
344	0.2159207161
345	0.2158165316
346	0.2157362178
347	0.2156117165
348	0.21548129
349	0.2153383601
350	0.2152221987
351	0.2150114921
352	0.2147752712
353	0.2146386849
354	0.2144692049
355	0.2142413641
356	0.214015728
357	0.2139136954
358	0.2137887602
359	0.213663743
360	0.213521251
361	0.213248418
362	0.2131484668
363	0.2129532086
364	0.2125973482
365	0.2124933219
366	0.2123423338
367	0.2121317122
368	0.2119948414
369	0.2118376356
370	0.2116654557
371	0.2115007431
372	0.2113206503
373	0.211224391
374	0.2111255348
375	0.2109298059
376	0.2107825709
377	0.2106897262
378	0.2105501792
379	0.2103703348
380	0.2102084164
381	0.2100316539
382	0.2097246316
383	0.2095744723
384	0.2094138357
385	0.2093185467
386	0.2091033326
387	0.2089759127
388	0.2088595745
389	0.2083961452
390	0.2082591348
391	0.2081056012
392	0.2079133215
393	0.2077899135
394	0.2076235046
395	0.2075295542
396	0.2074248792
397	0.2072534035
398	0.2071616011
399	0.2067451787
400	0.2066346383
401	0.2064722952
402	0.2063645017
403	0.20623932
404	0.2060804932
405	0.2058987312
406	0.2057557892
407	0.2055735115
408	0.2054478318
409	0.205364006
410	0.205175943
411	0.205058216
412	0.2049260195
413	0.2048065118
414	0.2044591692
415	0.2043094788
416	0.204150313
417	0.2039688289
418	0.2038564
419	0.203776226
420	0.2036756787
421	0.2035724791
422	0.2034133839
423	0.2032212918
424	0.2030860086
425	0.2029341124
426	0.2027528087
427	0.2025941123
428	0.2024106454
429	0.2020702826
430	0.2019207937
431	0.2017142799
432	0.2016101426
433	0.2014036431
434	0.2013042794
435	0.201222628
436	0.2011268973
437	0.2009769664
438	0.2008518938
439	0.2007068224
440	0.2005996109
441	0.2004247902
442	0.200292895
443	0.2001258293
444	0.2000053651
445	0.1998297772
446	0.1996425201
447	0.1995377691
448	0.1993991681
449	0.199240783
450	0.1991136208
451	0.1989742603
452	0.1988634207
453	0.1987214334
454	0.1986304401
455	0.1985534606
456	0.1984097809
457	0.1982044832
458	0.1980924064
459	0.1979691296
460	0.1978311129
461	0.1976452991
462	0.1975748945
463	0.197497213
464	0.1974073955
465	0.1972480847
466	0.1971334464
467	0.1970381008
468	0.1968897261
469	0.1967350169
470	0.1966039099
471	0.1964541213
472	0.19630501
473	0.1961987889
474	0.1959637486
475	0.1958561735
476	0.1957874379
477	0.19566257
478	0.1955222199
479	0.1954432627
480	0.195262611
481	0.1951598523
482	0.1948793218
483	0.1947405709
484	0.1946394674
485	0.1945178952
486	0.1944404998
487	0.1942609924
488	0.1941722018
489	0.1940479987
490	0.19397764
491	0.1938971329
492	0.1937722795
493	0.193673324
494	0.193548954
495	0.1933839102
496	0.1932262292
497	0.1930917637
498	0.1929694799
499	0.19286592
500	0.1927942823
501	0.1926104732
502	0.1924739062
503	0.1923650124
504	0.1922748599
505	0.192183054
506	0.1920216375
507	0.1919000037
508	0.1917782005
509	0.1916734394
510	0.1915331043
511	0.1913848572
512	0.1912385388
513	0.1911033824
514	0.1909741605
515	0.1908627355
516	0.1907865351
517	0.1906454312
518	0.1905466087
519	0.1904142257
520	0.1902963323
521	0.1902094821
522	0.190098261
523	0.1899743928
524	0.1898778774
525	0.1897399872
526	0.1896664036
527	0.1895698761
528	0.1894543275
529	0.1893445899
530	0.189237138
531	0.1890792974
532	0.1889782048
533	0.1888547819
534	0.1887691516
535	0.1885783582
536	0.188433821
537	0.1883023502
538	0.1881833925
539	0.1880579942
540	0.1879547042
541	0.187829475
542	0.1877578171
543	0.1876508161
544	0.1874903545
545	0.1874165978
546	0.1873291445
547	0.18718018
548	0.1870765649
549	0.1869337151
550	0.1868614997
551	0.1867670036
552	0.1866553267
553	0.1865719848
554	0.1864711691
555	0.1863865688
556	0.186213163
557	0.185973568
558	0.1858314316
559	0.185658924
560	0.1855701245
561	0.185436783
562	0.1853268396
563	0.1852579585
564	0.1851890593
565	0.1849695633
566	0.1848858226
567	0.1847934538
568	0.184720922
569	0.1845544735
570	0.1844349554
571	0.1843876917
572	0.1842380999
573	0.1840998
574	0.1840097768
575	0.1839180088
576	0.1837040257
577	0.1835281888
578	0.1834241262
579	0.1833379323
580	0.1832391781
581	0.183122366
582	0.1829382512
583	0.1828392666
584	0.1827381192
585	0.1826472861
586	0.1825517396
587	0.1824427311
588	0.182381151
589	0.1822129729
590	0.1821177347
591	0.1819352942
592	0.1818375667
593	0.181690764
594	0.1816079442
595	0.1815042837
596	0.1814403329
597	0.181305122
598	0.1812048294
599	0.1811291144
600	0.1810184468
601	0.180953761
602	0.180882213
603	0.1808083198
604	0.1807429701
605	0.1806744013
606	0.1806089975
607	0.1805212987
608	0.1803894034
609	0.1803057684
610	0.1802456939
611	0.1801187846
612	0.1799854084
613	0.1799014665
614	0.1798427471
615	0.1797660504
616	0.1796560885
617	0.1795763274
618	0.1794391426
619	0.1793163622
620	0.1792589849
621	0.179195845
622	0.1791273734
623	0.1790325537
624	0.1789692797
625	0.1788743609
626	0.1787741099
627	0.1786942287
628	0.1785833135
629	0.1784127408
630	0.1783401797
631	0.1781231241
632	0.1780261856
633	0.1779433589
634	0.1778186983
635	0.1777184978
636	0.1776381154
637	0.177473129
638	0.1774438384
639	0.1773684909
640	0.177289133
641	0.1771910171
642	0.1770042313
643	0.176897284
644	0.176843255
645	0.1767133901
646	0.1765932058
647	0.1764589738
648	0.1764025423
649	0.1763037666
650	0.1762127352
651	0.1761120224
652	0.1760586938
653	0.1758686509
654	0.1757820597
655	0.175651995
656	0.1755559583
657	0.1755002873
658	0.1754336799
659	0.1753642929
660	0.1752783354
661	0.1751868474
662	0.1750774711
663	0.1749295823
664	0.1748136301
665	0.174762051
666	0.1746176128
667	0.1745473188
668	0.1744173077
669	0.1741895989
670	0.1741055669
671	0.1739610816
672	0.1739167353
673	0.1738375037
674	0.173748084
675	0.1736842717
676	0.1735885433
677	0.1734846287
678	0.1734192592
679	0.1732693598
680	0.1731294786
681	0.1730227908
682	0.1729225906
683	0.172780184
684	0.1727319591
685	0.1725968126
686	0.1724438753
687	0.1723722586
688	0.1722491148
689	0.1721248264
690	0.1719598622
691	0.1718998166
692	0.171764545
693	0.1717005248
694	0.1716200911
695	0.1715360504
696	0.1713883097
697	0.1712854115
698	0.1711571208
699	0.17101977
700	0.1708687375
701	0.170804381
702	0.1707532812
703	0.1706222227
704	0.1705573227
705	0.1704628042
706	0.170357544
707	0.170297205
708	0.1701154882
709	0.1699918298
710	0.1699258798
711	0.1697853848
712	0.1696716836
713	0.1695785912
714	0.169401906
715	0.1693155762
716	0.16919481
717	0.1691141962
718	0.1690125565
719	0.1688645914
720	0.1687460197
721	0.1686557762
722	0.1685185459
723	0.1684560634
724	0.1683923563
725	0.1682528429
726	0.168176065
727	0.1680875164
728	0.168040538
729	0.167924959
730	0.1678506037
731	0.167777094
732	0.1676994319
733	0.1675602094
734	0.1674940708
735	0.1674515019
736	0.1673809231
737	0.1672950644
738	0.1672139638
739	0.167135031
740	0.1670169522
741	0.1669469582
742	0.1668593511
743	0.1667605543
744	0.1666601043
745	0.166574921
746	0.1665247752
747	0.1664483687
748	0.1663794002
749	0.1662534766
750	0.166186996
751	0.1661199984
752	0.1660374079
753	0.1659157834
754	0.1657947278
755	0.1657271012
756	0.1656446106
757	0.1655329043
758	0.1654725077
759	0.1653880269
760	0.1652796792
761	0.1651555415
762	0.1650855779
763	0.1649947175
764	0.1648785631
765	0.1648096048
766	0.1647544167
767	0.1646717029
768	0.1645770426
769	0.1644648421
770	0.1643817614
771	0.1642971857
772	0.1641976571
773	0.1640967996
774	0.1640063313
775	0.1639111039
776	0.1638482618
777	0.1637950836
778	0.1637034683
779	0.1636252637
780	0.1635169786
781	0.163470963
782	0.1633895056
783	0.1633503964
784	0.1632145705
785	0.1631590708
786	0.1630637298
787	0.1630085756
788	0.162948528
789	0.1628778602
790	0.1627985738
791	0.162710375
792	0.1626584429
793	0.1625454577
794	0.1624586968
795	0.1623330106
796	0.1623086821
797	0.1622259891
798	0.1621415379
799	0.1620744394
800	0.1619871725
801	0.1619165604
802	0.1617797067
803	0.1616817791
804	0.1615963773
805	0.1614818004
806	0.1613821021
807	0.1613079343
808	0.1611845042
809	0.1610776937
810	0.1609582538
811	0.1608914542
812	0.1608427592
813	0.1608116976
814	0.160754667
815	0.1606667586
816	0.1605940371
817	0.1605063547
818	0.1604433874
819	0.1603453586
820	0.1602879209
821	0.1601539672
822	0.1600832138
823	0.1599933513
824	0.159948642
825	0.159855506
826	0.1597691054
827	0.1596851776
828	0.1596563372
829	0.1595654243
830	0.1594784168
831	0.1594183567
832	0.1593308219
833	0.1592696199
834	0.1592071331
835	0.1590955175
836	0.1589479244
837	0.1588854617
838	0.1588233723
839	0.1587808393
840	0.1587016803
841	0.1586718692
842	0.1586046996
843	0.1585353729
844	0.1584720595
845	0.1583678245
846	0.1582500254
847	0.1581800606
848	0.1581018686
849	0.1580436831
850	0.1579574432
851	0.1579171001
852	0.1578712258
853	0.1577706868
854	0.1577034948
855	0.1576172129
856	0.1575436701
857	0.1574899444
858	0.1574353127
859	0.1573952261
860	0.1573163074
861	0.1572579488
862	0.1571658799
863	0.157128136
864	0.1570864668
865	0.1570326249
866	0.1569344845
867	0.1568119541
868	0.1567627573
869	0.1566825301
870	0.1566072879
871	0.1565036439
872	0.1564179694
873	0.156358277
874	0.1562943276
875	0.1562132988
876	0.1561135826
877	0.1560718053
878	0.155960628
879	0.1558938064
880	0.1558357841
881	0.1557660955
882	0.1556728549
883	0.1555626664
884	0.1554804935
885	0.1553737436
886	0.155256616
887	0.1551713901
888	0.1551197456
889	0.1550570172
890	0.1550048232
891	0.1549763333
892	0.1548989045
893	0.154803424
894	0.154761635
895	0.1546642269
896	0.1545569751
897	0.1544933841
898	0.1544298874
899	0.1543632062
900	0.1542219159
901	0.154154259
902	0.1541362998
903	0.1541067907
904	0.1540067301
905	0.1538386625
906	0.1537720477
907	0.1537179305
908	0.1536485672
909	0.153534463
910	0.1534925658
911	0.1534354256
912	0.1534143511
913	0.1533064144
914	0.15324383
915	0.1531766592
916	0.1530997837
917	0.1530012859
918	0.1529535382
919	0.1528455375
920	0.152796261
921	0.1526781681
922	0.1525874569
923	0.1525273429
924	0.1523630073
925	0.1522864326
926	0.1522128725
927	0.1521476982
928	0.1521069034
929	0.1519986694
930	0.1519569346
931	0.1518816556
932	0.1518132091
933	0.151764902
934	0.151707502
935	0.1516240846
936	0.1515472136
937	0.1514747619
938	0.1514132102
939	0.1513144059
940	0.1512332393
941	0.1510808802
942	0.1510017385
943	0.1509278239
944	0.1508836944
945	0.1507895461
946	0.150704501
947	0.1506589924
948	0.1505840844
949	0.1505676523
950	0.1504904372
951	0.1504389299
952	0.1503299388
953	0.1502797
954	0.1502082318
955	0.1501401711
956	0.150008701
957	0.1499608669
958	0.1499224741
959	0.1498370166
960	0.1497555327
961	0.149711078
962	0.1496510845
963	0.1495469691
964	0.14947064
965	0.1494260919
966	0.1493302646
967	0.1493044292
968	0.149250197
969	0.1492117634
970	0.1491656717
971	0.149111204
972	0.1489900884
973	0.1489223197
974	0.1488908662
975	0.1487828767
976	0.1487260385
977	0.1486797829
978	0.1485828851
979	0.1485260198
980	0.1484582968
981	0.1483678191
982	0.1483042795
983	0.1482285191
984	0.1481769791
985	0.1481053124
986	0.1480423147
987	0.1479805016
988	0.1478572065
989	0.1477844642
990	0.1476934459
991	0.1476210815
992	0.1475645599
993	0.147510419
994	0.1474784903
995	0.147411094
996	0.1473376113
997	0.1472871147
998	0.147163639
999	0.1470590857
